provider_id,category,proxy_relevance,test_review_count,mean_test_rating,mean_actual_credibility,actual_fake_review_rate
P01621,Tile,0.3784,1,2,0.946,0
P01623,Tile,0.5612,2,3,0.9395,0
P01625,Tile,0.57,1,3,0.95,0
P01626,Tile,0.3768,1,2,0.942,0
P01627,Tile,0.4111333333,3,2.666666667,0.664,0.3333333333
P01628,Tile,0.917,1,5,0.917,0
P01629,Tile,0.529,1,5,0.529,1
P01630,Tile,0.899,1,5,0.899,0
P01631,Tile,0.74,1,4,0.925,0
P01632,Tile,0.61,2,4,0.793,0
P01633,Tile,0.0986,1,1,0.493,1
P01636,Tile,0.1488,2,3,0.32,1
P01637,Tile,0.6449,2,3.5,0.924,0
P01638,Tile,0.7224,1,4,0.903,0
P01645,Tile,0.5541,2,3,0.9235,0
P01646,Tile,0.7263,2,4,0.9085,0
P01647,Tile,0.7112,1,4,0.889,0
P01648,Tile,0.76,1,4,0.95,0
P01654,Tile,0.7436,2,4,0.9295,0
P01657,Tile,0.5893,2,3.5,0.831,0
P01658,Tile,0.72,1,4,0.9,0
P01659,Tile,0.6415,2,3.5,0.921,0
P01661,Tile,0.94,1,5,0.94,0
P01662,Tile,0.5364,1,3,0.894,0
P01664,Tile,0.7184,1,4,0.898,0
P01665,Tile,0.2158,2,1.5,0.628,0.5
P01666,Tile,0.7416,1,4,0.927,0
P01668,Tile,0.8301,2,4.5,0.9215,0
P01669,Tile,0.7632,1,4,0.954,0
P01671,Tile,0.954,1,5,0.954,0
P01672,Tile,0.943,1,5,0.943,0
P01676,Tile,0.3107333333,3,2,0.7143333333,0.3333333333
P01677,Tile,0.549,1,3,0.915,0
P01678,Tile,0.5497,2,3.5,0.7905,0
P01680,Tile,0.94,1,5,0.94,0
P01681,Tile,0.2819,2,3.5,0.5645,0.5
P01682,Tile,0.5784,1,4,0.723,0
P01683,Tile,0.6592,1,4,0.824,0
P01684,Tile,0.6386666667,3,4.666666667,0.698,0.3333333333
P01685,Tile,0.89,1,5,0.89,0
P01686,Tile,0.944,1,5,0.944,0
P01687,Tile,0.3954,1,3,0.659,1
P01688,Tile,0.5586,1,3,0.931,0
P01689,Tile,0.631,2,3.5,0.9055,0
P01690,Tile,0.2226,2,1.5,0.6635,0.5
P01692,Tile,0.5584,2,3,0.9335,0
P01693,Tile,0.368,1,2,0.92,0
P01694,Tile,0.5658,1,3,0.943,0
P01696,Tile,0.295,1,5,0.295,1
P01697,Tile,0.6008,1,4,0.751,0
P01698,Tile,0.0276,1,1,0.138,1
P01699,Tile,0.936,1,5,0.936,0
P01701,Tile,0.3,1,4,0.375,1
P01703,Tile,0.817,2,4.5,0.9055,0
P01704,Tile,0.7392,1,4,0.924,0
P01705,Tile,0.6552,2,4,0.819,0
P01707,Tile,0.6947,4,3.75,0.92425,0
P01710,Tile,0.655,2,3.5,0.934,0
P01712,Tile,0.914,1,5,0.914,0
P01713,Tile,0.6722666667,3,4,0.8626666667,0
P01718,Tile,0.4542,2,2.5,0.9055,0
P01719,Tile,0.4248,1,3,0.708,0
P01720,Tile,0.7408,1,4,0.926,0
P01721,Tile,0.5022,1,3,0.837,0
P01722,Tile,0.7344,1,4,0.918,0
P01724,Tile,0.7616,1,4,0.952,0
P01725,Tile,0.908,2,5,0.908,0
P01727,Tile,0.3576,1,2,0.894,0
P01729,Tile,0.912,1,5,0.912,0
P01730,Tile,0.1836,1,1,0.918,0
P01732,Tile,0.5346,1,3,0.891,0
P01733,Tile,0.6056,2,4,0.757,0.5
P01734,Tile,0.4596,1,3,0.766,0
P01735,Tile,0.932,1,5,0.932,0
P01736,Tile,0.3672,2,2,0.918,0
P01738,Tile,0.5382,1,3,0.897,0
P01739,Tile,0.7448,1,4,0.931,0
P01741,Tile,0.8085,2,5,0.8085,0
P01744,Tile,0.7455,2,4,0.9255,0
P01745,Tile,0.5694,1,3,0.949,0
P01746,Tile,0.7144,1,4,0.893,0
P01747,Tile,0.6339,2,3.5,0.9085,0
P01750,Tile,0.6383,4,3.5,0.9125,0
P01751,Tile,0.2419,2,3,0.4015,1
P01752,Tile,0.6213333333,3,4,0.798,0
P01754,Tile,0.712,1,4,0.89,0
P01755,Tile,0.7408,1,4,0.926,0
P01756,Tile,0.3248,2,2.5,0.532,0.5
P01757,Tile,0.692,1,4,0.865,0
P01759,Tile,0.0356,1,1,0.178,1
P01761,Tile,0.5694,1,3,0.949,0
P01762,Tile,0.3672,1,2,0.918,0
P01763,Tile,0.4012,2,3.5,0.6685,0.5
P01764,Tile,0.7544,1,4,0.943,0
P01768,Tile,0.2303,2,1.5,0.697,0.5
P01770,Tile,0.7516,2,4,0.9395,0
P01773,Tile,0.7312,1,4,0.914,0
P01774,Tile,0.1896,1,1,0.948,0
P01777,Tile,0.5864,1,4,0.733,0
P01782,Tile,0.3376,1,4,0.422,1
P01783,Tile,0.6014666667,3,3.333333333,0.9013333333,0
P06428,Vehicle Repairs,0.3664,1,2,0.916,0
P06429,Vehicle Repairs,0.9225,2,5,0.9225,0
P06434,Vehicle Repairs,0.5632,3,3.333333333,0.8583333333,0
P06435,Vehicle Repairs,0.7392,1,4,0.924,0
P06439,Vehicle Repairs,0.3616,1,4,0.452,1
P06441,Vehicle Repairs,0.318,1,2,0.795,0
P06444,Vehicle Repairs,0.6313,2,3.5,0.9045,0
P06446,Vehicle Repairs,0.7304,4,4.25,0.84125,0
P06448,Vehicle Repairs,0.0664,2,1,0.332,1
P06450,Vehicle Repairs,0.698,1,5,0.698,0
P06453,Vehicle Repairs,0.7144,1,4,0.893,0
P06454,Vehicle Repairs,0.855,2,5,0.855,0
P06455,Vehicle Repairs,0.3604,1,2,0.901,0
P06456,Vehicle Repairs,0.6422,2,4.5,0.7345,0.5
P06458,Vehicle Repairs,0.373,1,5,0.373,1
P06460,Vehicle Repairs,0.7608,1,4,0.951,0
P06461,Vehicle Repairs,0.067,1,1,0.335,1
P06462,Vehicle Repairs,0.241,1,5,0.241,1
P06464,Vehicle Repairs,0.5166,2,3,0.861,0
P06466,Vehicle Repairs,0.752,1,4,0.94,0
P06467,Vehicle Repairs,0.3816,1,2,0.954,0
P06469,Vehicle Repairs,0.094,1,1,0.47,1
P06471,Vehicle Repairs,0.724,1,4,0.905,0
P06472,Vehicle Repairs,0.5348,2,3,0.89,0
P06473,Vehicle Repairs,0.5592,1,3,0.932,0
P06474,Vehicle Repairs,0.8553,2,4.5,0.95,0
P06475,Vehicle Repairs,0.3334,2,2,0.74,0.5
P06476,Vehicle Repairs,0.708,1,4,0.885,0
P06478,Vehicle Repairs,0.363,1,5,0.363,1
P06479,Vehicle Repairs,0.6747,2,4,0.8215,0
P06480,Vehicle Repairs,0.7152,1,4,0.894,0
P06481,Vehicle Repairs,0.5688,1,3,0.948,0
P06482,Vehicle Repairs,0.8142,2,4.5,0.9045,0
P06483,Vehicle Repairs,0.4254,1,3,0.709,0
P06484,Vehicle Repairs,0.736,1,4,0.92,0
P06485,Vehicle Repairs,0.549,1,3,0.915,0
P06488,Vehicle Repairs,0.4275,2,4.5,0.519,0.5
P06489,Vehicle Repairs,0.5676,1,3,0.946,0
P06490,Vehicle Repairs,0.7348,2,4.5,0.8285,0
P06492,Vehicle Repairs,0.6562,2,3.5,0.9385,0
P06493,Vehicle Repairs,0.7272,1,4,0.909,0
P06494,Vehicle Repairs,0.903,1,5,0.903,0
P06495,Vehicle Repairs,0.3712,1,2,0.928,0
P06497,Vehicle Repairs,0.5607,2,4.5,0.6335,0.5
P06499,Vehicle Repairs,0.7128,1,4,0.891,0
P06500,Vehicle Repairs,0.752,2,4,0.94,0
P06501,Vehicle Repairs,0.5475,2,3,0.9125,0
P06502,Vehicle Repairs,0.5322,1,3,0.887,0
P06503,Vehicle Repairs,0.4162,2,2.5,0.68,0.5
P06506,Vehicle Repairs,0.766,1,5,0.766,0
P06507,Vehicle Repairs,0.6617,2,3.5,0.9455,0
P06509,Vehicle Repairs,0.3624,1,2,0.906,0
P06512,Vehicle Repairs,0.728,2,4,0.91,0
P06513,Vehicle Repairs,0.1238,1,1,0.619,1
P06514,Vehicle Repairs,0.7288,1,4,0.911,0
P06515,Vehicle Repairs,0.5712,1,3,0.952,0
P06520,Vehicle Repairs,0.4837333333,3,3,0.8503333333,0
P06521,Vehicle Repairs,0.5509333333,3,4.333333333,0.6593333333,0.3333333333
P06522,Vehicle Repairs,0.5867,2,3.5,0.844,0
P06523,Vehicle Repairs,0.648,2,4,0.81,0
P06525,Vehicle Repairs,0.1074,1,1,0.537,1
P06526,Vehicle Repairs,0.7624,1,4,0.953,0
P06529,Vehicle Repairs,0.8094,2,4.5,0.901,0
P06530,Vehicle Repairs,0.6590666667,3,4.333333333,0.7473333333,0.3333333333
P06531,Vehicle Repairs,0.59115,4,4,0.752,0.5
P06533,Vehicle Repairs,0.6469,2,3.5,0.9205,0
P06534,Vehicle Repairs,0.5598,1,3,0.933,0
P06535,Vehicle Repairs,0.3096,2,2,0.613,0.5
P06536,Vehicle Repairs,0.162,1,3,0.27,1
P06540,Vehicle Repairs,0.3149,2,2,0.6395,0.5
P06541,Vehicle Repairs,0.462,1,5,0.462,1
P06542,Vehicle Repairs,0.57,1,3,0.95,0
P06544,Vehicle Repairs,0.932,1,5,0.932,0
P06545,Vehicle Repairs,0.7416,1,4,0.927,0
P06548,Vehicle Repairs,0.892,1,5,0.892,0
P06549,Vehicle Repairs,0.3612,1,2,0.903,0
P06550,Vehicle Repairs,0.7408,1,4,0.926,0
P06551,Vehicle Repairs,0.752,1,4,0.94,0
P06553,Vehicle Repairs,0.38,1,2,0.95,0
P06554,Vehicle Repairs,0.6293333333,3,3.333333333,0.944,0
P06557,Vehicle Repairs,0.6762,4,4.5,0.7665,0.25
P06558,Vehicle Repairs,0.942,1,5,0.942,0
P06560,Vehicle Repairs,0.4784,2,3,0.823,0
P06561,Vehicle Repairs,0.3654,1,3,0.609,0
P06562,Vehicle Repairs,0.7362,3,4,0.924,0
P06563,Vehicle Repairs,0.5622,2,3.5,0.817,0
P06564,Vehicle Repairs,0.5424,1,3,0.904,0
P06566,Vehicle Repairs,0.7328,1,4,0.916,0
P06568,Vehicle Repairs,0.949,1,5,0.949,0
P06569,Vehicle Repairs,0.7341333333,3,4,0.9176666667,0
P06570,Vehicle Repairs,0.604,1,4,0.755,0
P06573,Vehicle Repairs,0.434,3,2.666666667,0.827,0
P06574,Vehicle Repairs,0.923,1,5,0.923,0
P06575,Vehicle Repairs,0.6812,3,3.666666667,0.93,0
P06577,Vehicle Repairs,0.7104,1,4,0.888,0
P06578,Vehicle Repairs,0.932,1,5,0.932,0
P06580,Vehicle Repairs,0.6654,3,4.666666667,0.7286666667,0.3333333333
P06581,Vehicle Repairs,0.746,1,5,0.746,1
P06582,Vehicle Repairs,0.5442,1,3,0.907,0
P06583,Vehicle Repairs,0.376,1,2,0.94,0
P06584,Vehicle Repairs,0.3694,2,2,0.933,0
P06585,Vehicle Repairs,0.894,1,5,0.894,0
P06587,Vehicle Repairs,0.4362,1,3,0.727,0
P06588,Vehicle Repairs,0.5466,1,3,0.911,0
P06592,Vehicle Repairs,0.906,1,5,0.906,0
P06595,Vehicle Repairs,0.5592,1,3,0.932,0
P06597,Vehicle Repairs,0.378,1,5,0.378,1
P06598,Vehicle Repairs,0.5422,2,3,0.909,0
P06601,Vehicle Repairs,0.799,1,5,0.799,0
P06602,Vehicle Repairs,0.2676,1,2,0.669,0
P06603,Vehicle Repairs,0.0876,1,1,0.438,1
P06606,Vehicle Repairs,0.5694,1,3,0.949,0
P06607,Vehicle Repairs,0.57,1,3,0.95,0
P06608,Vehicle Repairs,0.7954,3,4.333333333,0.9176666667,0
P06610,Vehicle Repairs,0.591,1,5,0.591,1
P06614,Vehicle Repairs,0.908,1,5,0.908,0
P06615,Vehicle Repairs,0.6113,2,3.5,0.8635,0
P06617,Vehicle Repairs,0.4976,1,4,0.622,0
P06619,Vehicle Repairs,0.5119333333,3,3.333333333,0.773,0
P06620,Vehicle Repairs,0.4674,2,4,0.645,0.5
P06621,Vehicle Repairs,0.1846,1,1,0.923,0
P06623,Vehicle Repairs,0.7227333333,3,4,0.903,0
P06626,Vehicle Repairs,0.6263,2,4,0.8075,0.5
P06627,Vehicle Repairs,0.4475,2,5,0.4475,0.5
P06628,Vehicle Repairs,0.3708,1,2,0.927,0
P06631,Vehicle Repairs,0.3572,1,2,0.893,0
P06632,Vehicle Repairs,0.6376,2,3.5,0.909,0
P06633,Vehicle Repairs,0.5557,4,3,0.9205,0
P06635,Vehicle Repairs,0.3756,1,2,0.939,0
P06642,Vehicle Repairs,0.809,1,5,0.809,0
P06643,Vehicle Repairs,0.549,1,3,0.915,0
P06647,Vehicle Repairs,0.5367333333,3,3.666666667,0.7903333333,0.3333333333
P06648,Vehicle Repairs,0.1166,1,1,0.583,1
P06649,Vehicle Repairs,0.7184,1,4,0.898,0
P06652,Vehicle Repairs,0.4625,2,2.5,0.9235,0
P06653,Vehicle Repairs,0.7464,1,4,0.933,0
P06654,Vehicle Repairs,0.5556,1,3,0.926,0
P06655,Vehicle Repairs,0.897,1,5,0.897,0
P06656,Vehicle Repairs,0.4768,1,4,0.596,1
P06658,Vehicle Repairs,0.5352,1,3,0.892,0
P06661,Vehicle Repairs,0.744,1,4,0.93,0
P06662,Vehicle Repairs,0.5428,2,4,0.6785,0.5
P06664,Vehicle Repairs,0.3592,2,2,0.898,0
P06668,Vehicle Repairs,0.7208,1,4,0.901,0
P06669,Vehicle Repairs,0.4895,2,3.5,0.7015,0.5
P06670,Vehicle Repairs,0.5064,2,3,0.8635,0
P06671,Vehicle Repairs,0.2681,2,2,0.5865,0.5
P06674,Vehicle Repairs,0.5568,1,3,0.928,0
P06675,Vehicle Repairs,0.4941,2,3.5,0.67,0.5
P06678,Vehicle Repairs,0.5706,1,3,0.951,0
P06679,Vehicle Repairs,0.7312,1,4,0.914,0
P06680,Vehicle Repairs,0.0468,1,1,0.234,1
P06681,Vehicle Repairs,0.3576,1,2,0.894,0
P06684,Vehicle Repairs,0.7464,2,4,0.933,0
P06685,Vehicle Repairs,0.4434,1,3,0.739,0
P06686,Vehicle Repairs,0.5938666667,3,4,0.7423333333,0.3333333333
P06687,Vehicle Repairs,0.7611,2,4.5,0.8375,0
P06688,Vehicle Repairs,0.137,2,1,0.685,0.5
P06689,Vehicle Repairs,0.3728,1,2,0.932,0
P06691,Vehicle Repairs,0.3624,1,2,0.906,0
P06693,Vehicle Repairs,0.93,1,5,0.93,0
P06695,Vehicle Repairs,0.5316,1,3,0.886,0
P06696,Vehicle Repairs,0.946,1,5,0.946,0
P06698,Vehicle Repairs,0.5616,3,3,0.936,0
P06699,Vehicle Repairs,0.6532,2,3.5,0.9345,0
P06700,Vehicle Repairs,0.135,1,5,0.135,1
P06703,Vehicle Repairs,0.917,1,5,0.917,0
P06705,Vehicle Repairs,0.5396666667,3,3.666666667,0.7816666667,0.3333333333
P06709,Vehicle Repairs,0.4851,2,4,0.6705,0.5
P06710,Vehicle Repairs,0.4689,2,2.5,0.9375,0
P06711,Vehicle Repairs,0.5496,1,3,0.916,0
P06712,Vehicle Repairs,0.5938,2,3.5,0.8375,0
P06713,Vehicle Repairs,0.5704,2,3,0.949,0
P06714,Vehicle Repairs,0.7184,1,4,0.898,0
P06715,Vehicle Repairs,0.736,1,4,0.92,0
P06716,Vehicle Repairs,0.5484,1,3,0.914,0
P06717,Vehicle Repairs,0.6457,2,4.5,0.6905,0.5
P06718,Vehicle Repairs,0.949,1,5,0.949,0
P06724,Vehicle Repairs,0.4232,2,2.5,0.825,0
P06727,Vehicle Repairs,0.512,2,3,0.82,0
P06728,Vehicle Repairs,0.935,1,5,0.935,0
P06730,Vehicle Repairs,0.894,1,5,0.894,0
P06734,Vehicle Repairs,0.374,1,2,0.935,0
P06743,Vehicle Repairs,0.889,1,5,0.889,0
P06745,Vehicle Repairs,0.3044,1,2,0.761,0
P06746,Vehicle Repairs,0.628,1,5,0.628,1
P06748,Vehicle Repairs,0.5652,1,3,0.942,0
P06749,Vehicle Repairs,0.7576,1,4,0.947,0
P06751,Vehicle Repairs,0.4478,2,2.5,0.8955,0
P06752,Vehicle Repairs,0.378,1,2,0.945,0
P06756,Vehicle Repairs,0.5858,2,3.5,0.824,0
P06758,Vehicle Repairs,0.931,1,5,0.931,0
P06759,Vehicle Repairs,0.7096,2,4,0.887,0
P06762,Vehicle Repairs,0.5752,1,4,0.719,0
P06763,Vehicle Repairs,0.5799,2,3.5,0.8175,0
P06765,Vehicle Repairs,0.5724,1,3,0.954,0
P06766,Vehicle Repairs,0.7164666667,3,4,0.8646666667,0
P06767,Vehicle Repairs,0.929,1,5,0.929,0
P06770,Vehicle Repairs,0.7592,1,4,0.949,0
P06771,Vehicle Repairs,0.404,1,5,0.404,1
P06773,Vehicle Repairs,0.2712,1,3,0.452,1
P06776,Vehicle Repairs,0.0742,1,1,0.371,1
P06777,Vehicle Repairs,0.3476,2,2.5,0.595,0.5
P06779,Vehicle Repairs,0.5658,1,3,0.943,0
P06780,Vehicle Repairs,0.7288,2,4,0.916,0
P07855,Wells,0.7528,1,4,0.941,0
P07858,Wells,0.6993,2,4.5,0.7745,0
P07859,Wells,0.3167,2,2,0.6335,0.5
P07864,Wells,0.4386,1,3,0.731,0
P07865,Wells,0.5376,1,3,0.896,0
P07868,Wells,0.5376,1,3,0.896,0
P07870,Wells,0.934,1,5,0.934,0
P07871,Wells,0.6572,2,4,0.8215,0
P07876,Wells,0.4347,2,3.5,0.705,0.5
P07877,Wells,0.221,1,5,0.221,1
P07878,Wells,0.7424,1,4,0.928,0
P07879,Wells,0.174,1,5,0.174,1
P07880,Wells,0.5672,2,3,0.944,0
P07882,Wells,0.4820666667,3,3.666666667,0.731,0.3333333333
P07883,Wells,0.4428,1,3,0.738,0
P07885,Wells,0.4416,4,4.5,0.5355,0.5
P07887,Wells,0.6144666667,3,3.333333333,0.918,0
P07888,Wells,0.7392,1,4,0.924,0
P07891,Wells,0.57,1,3,0.95,0
P07894,Wells,0.4607,2,2.5,0.924,0
P07899,Wells,0.5556,1,3,0.926,0
P07900,Wells,0.7321333333,3,4,0.9136666667,0
P07902,Wells,0.546,1,3,0.91,0
P07905,Wells,0.668,1,4,0.835,0
P07906,Wells,0.3692,1,2,0.923,0
P07907,Wells,0.5016,1,3,0.836,0
P07908,Wells,0.74,1,4,0.925,0
P07911,Wells,0.1816,1,1,0.908,0
P07914,Wells,0.572,2,3,0.9525,0
P07915,Wells,0.5472,1,3,0.912,0
P07917,Wells,0.6492,2,3.5,0.9235,0
P07920,Wells,0.6343,2,3.5,0.906,0
P07922,Wells,0.6948,3,3.666666667,0.9483333333,0
P07925,Wells,0.5148,1,3,0.858,0
P07927,Wells,0.7136,1,4,0.892,0
P07929,Wells,0.374,1,2,0.935,0
P07930,Wells,0.549,1,3,0.915,0
P07931,Wells,0.5544,1,3,0.924,0
P07932,Wells,0.904,1,5,0.904,0
P07933,Wells,0.922,2,5,0.922,0
P07935,Wells,0.3752,1,2,0.938,0
P07938,Wells,0.5538,1,3,0.923,0
P07940,Wells,0.5316,1,3,0.886,0
P07941,Wells,0.308,1,5,0.308,1
P07942,Wells,0.724,2,4,0.905,0
P07944,Wells,0.5218,2,3,0.8535,0
P07945,Wells,0.3728,1,2,0.932,0
P07946,Wells,0.6417,2,3.5,0.917,0
P07948,Wells,0.915,1,5,0.915,0
P07950,Wells,0.7288,1,4,0.911,0
P07953,Wells,0.7456,1,4,0.932,0
P07954,Wells,0.712,1,4,0.89,0
P07956,Wells,0.1324,1,1,0.662,0
P07957,Wells,0.5322,1,3,0.887,0
P07958,Wells,0.6437,2,3.5,0.922,0
P07959,Wells,0.91,1,5,0.91,0
P07961,Wells,0.3192,1,4,0.399,1
P07962,Wells,0.384,2,4,0.563,0.5
P07964,Wells,0.6044,2,3.5,0.8695,0
P07965,Wells,0.3564,1,2,0.891,0
P07967,Wells,0.6542,2,4.5,0.729,0
P07968,Wells,0.896,1,5,0.896,0
P07970,Wells,0.6538,3,4.666666667,0.684,0.6666666667
P07971,Wells,0.698,2,4,0.8725,0
P07973,Wells,0.2844,1,2,0.711,0
P07977,Wells,0.5346,1,3,0.891,0
P07983,Wells,0.6656,1,4,0.832,0
P07984,Wells,0.7448,1,4,0.931,0
P07988,Wells,0.1836,1,1,0.918,0
P07989,Wells,0.3699,4,2.25,0.706,0.5
P07991,Wells,0.632,1,5,0.632,1
P07992,Wells,0.3649,2,2.5,0.7295,0
P07994,Wells,0.3592,1,2,0.898,0
P07997,Wells,0.5704,1,4,0.713,0
P07998,Wells,0.5604,1,3,0.934,0
P07999,Wells,0.7436,2,4,0.9295,0
P08002,Wells,0.6059333333,3,3.333333333,0.907,0
P08003,Wells,0.577,2,3.5,0.814,0
P08006,Wells,0.656,1,5,0.656,0
P08007,Wells,0.6596,2,4,0.8245,0
P08008,Wells,0.926,1,5,0.926,0
P08011,Wells,0.1722,2,3,0.325,1
P08013,Wells,0.378,1,2,0.945,0
P08014,Wells,0.927,1,5,0.927,0
P08015,Wells,0.1662,2,1.5,0.469,0.5
P08017,Wells,0.3716,1,2,0.929,0
P08019,Wells,0.5968,1,4,0.746,0
P08020,Wells,0.7328,1,4,0.916,0
P08021,Wells,0.5682,1,3,0.947,0
P08022,Wells,0.26,1,5,0.26,1
P08024,Wells,0.5682,1,3,0.947,0
P08025,Wells,0.1296,2,3,0.334,1
P08028,Wells,0.5646,1,3,0.941,0
P08029,Wells,0.7512,1,4,0.939,0
P08031,Wells,0.54,1,3,0.9,0
P08032,Wells,0.7624,1,4,0.953,0
P08033,Wells,0.2924,1,2,0.731,0
P08034,Wells,0.494,1,5,0.494,1
P08037,Wells,0.115,1,5,0.115,1
P08039,Wells,0.3314,2,2.5,0.514,0.5
P08040,Wells,0.318,1,5,0.318,1
P08041,Wells,0.7424,1,4,0.928,0
P08042,Wells,0.4494,1,3,0.749,0
P08045,Wells,0.5556,1,3,0.926,0
P08046,Wells,0.2845,2,2.5,0.6325,0.5
P08047,Wells,0.93,1,5,0.93,0
P08049,Wells,0.5418,1,3,0.903,0
P08051,Wells,0.2592,3,1.666666667,0.669,0.3333333333
P08053,Wells,0.6506,3,4,0.821,0
P08055,Wells,0.1332,1,1,0.666,0
P08060,Wells,0.2734,2,1.5,0.9195,0
P08061,Wells,0.3548,1,2,0.887,0
P08066,Wells,0.7368,1,4,0.921,0
P08067,Wells,0.5484,1,3,0.914,0
P08070,Wells,0.5646,1,3,0.941,0
P08072,Wells,0.423,1,3,0.705,0
P08073,Wells,0.4786,3,3,0.6616666667,0.3333333333
P08077,Wells,0.3724,1,2,0.931,0
P08078,Wells,0.752,1,4,0.94,0
P08080,Wells,0.732,1,4,0.915,0
P08081,Wells,0.5016,2,4,0.627,0.5
P08082,Wells,0.7584,1,4,0.948,0
P08085,Wells,0.3776,1,2,0.944,0
P08086,Wells,0.5621,2,4.5,0.656,0.5
P08087,Wells,0.941,1,5,0.941,0
P08088,Wells,0.5472,1,3,0.912,0
P08089,Wells,0.5538,1,3,0.923,0
P08090,Wells,0.7488,1,4,0.936,0
P08091,Wells,0.952,1,5,0.952,0
P08093,Wells,0.7472,1,4,0.934,0
P08094,Wells,0.4975333333,3,2.666666667,0.9316666667,0
P08095,Wells,0.5568,1,3,0.928,0
P08096,Wells,0.3754,2,2,0.9385,0
P08097,Wells,0.7432,1,4,0.929,0
P08101,Wells,0.465,1,3,0.775,0
P08102,Wells,0.5434,2,3,0.911,0
P08103,Wells,0.744,1,4,0.93,0
P08105,Wells,0.3012,1,2,0.753,0
P08106,Wells,0.7592,1,4,0.949,0
P08107,Wells,0.0618,1,1,0.309,1
P08108,Wells,0.5352,1,3,0.892,0
P08109,Wells,0.7112,1,4,0.889,0
P08113,Wells,0.5712,1,3,0.952,0
P08114,Wells,0.6097333333,3,3.333333333,0.901,0
P08116,Wells,0.2488,2,1.5,0.779,0.5
P08117,Wells,0.215,1,5,0.215,1
P08118,Wells,0.3726,2,2.5,0.747,0
P08119,Wells,0.3092,1,2,0.773,0
P08120,Wells,0.7368,1,4,0.921,0
P08121,Wells,0.558,1,3,0.93,0
P08122,Wells,0.505,1,5,0.505,1
P08125,Wells,0.573,1,3,0.955,0
P08126,Wells,0.7269333333,3,4,0.9073333333,0
P08127,Wells,0.894,1,5,0.894,0
P08129,Wells,0.7392,1,4,0.924,0
P08133,Wells,0.5358,1,3,0.893,0
P08135,Wells,0.7584,1,4,0.948,0
P08136,Wells,0.932,1,5,0.932,0
P08139,Wells,0.483,1,3,0.805,0
P08140,Wells,0.4091,2,2.5,0.836,0
P08142,Wells,0.4347,2,4,0.5315,1
P08145,Wells,0.3767333333,3,2.333333333,0.6836666667,0.3333333333
P08153,Wells,0.645,2,3.5,0.9225,0
P08156,Wells,0.5652,3,3,0.943,0
P08157,Wells,0.7298,2,4,0.914,0
P08158,Wells,0.6434,4,3.75,0.855,0
P08159,Wells,0.188,1,1,0.94,0
P08161,Wells,0.5712,1,3,0.952,0
P08162,Wells,0.3898,2,2.5,0.602,0.5
P08163,Wells,0.5382,1,3,0.897,0
P08164,Wells,0.7379,2,4,0.9155,0
P08165,Wells,0.4494,1,3,0.749,0
P08166,Wells,0.3564,1,2,0.891,0
P08169,Wells,0.326,1,2,0.815,0
P08171,Wells,0.6011333333,3,3.333333333,0.9016666667,0
P08172,Wells,0.946,1,5,0.946,0
P08174,Wells,0.2256,2,1.5,0.672,0.5
P08176,Wells,0.5832,1,4,0.729,0
P08178,Wells,0.5712,1,4,0.714,0
P08182,Wells,0.91,1,5,0.91,0
P08183,Wells,0.5562,1,3,0.927,0
P08184,Wells,0.7474,3,4.333333333,0.8573333333,0
P08188,Wells,0.744,1,4,0.93,0
P08189,Wells,0.2988,2,2,0.6,0.5
P08190,Wells,0.3752,1,2,0.938,0
P08194,Wells,0.5436,1,3,0.906,0
P08195,Wells,0.907,1,5,0.907,0
P08196,Wells,0.1872,1,1,0.936,0
P08197,Wells,0.7112,1,4,0.889,0
P08199,Wells,0.4113,2,4,0.4905,1
P08200,Wells,0.3584,1,2,0.896,0
P08204,Wells,0.669,1,5,0.669,0
P08207,Wells,0.4881333333,3,4,0.6646666667,0.3333333333
P08208,Wells,0.2824,2,1.5,0.9375,0
P08209,Wells,0.7328,1,4,0.916,0
P08210,Wells,0.3538,3,2,0.85,0
P08211,Wells,0.608,1,4,0.76,0
