source_provider_id,provider_id,source_category,category,source_district,mapped_district,mapping_algorithm,mapping_version
P010286,P00286,Masons,Masons,Kurunegala,Galle,category-sorted-bijection-v1,provider-map-v1
P010287,P00287,Masons,Masons,Galle,Kandy,category-sorted-bijection-v1,provider-map-v1
P010288,P00288,Masons,Masons,Nuwara Eliya,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P010289,P00289,Masons,Masons,Kandy,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P010290,P00290,Masons,Masons,Jaffna,Gampaha,category-sorted-bijection-v1,provider-map-v1
P010291,P00291,Masons,Masons,Nuwara Eliya,Matara,category-sorted-bijection-v1,provider-map-v1
P010292,P00292,Masons,Masons,Anuradhapura,Kandy,category-sorted-bijection-v1,provider-map-v1
P010293,P00293,Masons,Masons,Gampaha,Colombo,category-sorted-bijection-v1,provider-map-v1
P010294,P00294,Masons,Masons,Ratnapura,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P010295,P00295,Masons,Masons,Matara,Colombo,category-sorted-bijection-v1,provider-map-v1
P010296,P00296,Masons,Masons,Kalutara,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P010297,P00297,Masons,Masons,Matale,Colombo,category-sorted-bijection-v1,provider-map-v1
P010298,P00298,Masons,Masons,Colombo,Colombo,category-sorted-bijection-v1,provider-map-v1
P010299,P00299,Masons,Masons,Matara,Kalutara,category-sorted-bijection-v1,provider-map-v1
P010300,P00300,Masons,Masons,Ratnapura,Matara,category-sorted-bijection-v1,provider-map-v1
P010301,P00301,Masons,Masons,Galle,Gampaha,category-sorted-bijection-v1,provider-map-v1
P010302,P00302,Masons,Masons,Ratnapura,Galle,category-sorted-bijection-v1,provider-map-v1
P010303,P00303,Masons,Masons,Kandy,Colombo,category-sorted-bijection-v1,provider-map-v1
P010304,P00304,Masons,Masons,Gampaha,Kandy,category-sorted-bijection-v1,provider-map-v1
P010305,P00305,Masons,Masons,Jaffna,Kalutara,category-sorted-bijection-v1,provider-map-v1
P010306,P00306,Masons,Masons,Kurunegala,Galle,category-sorted-bijection-v1,provider-map-v1
P010307,P00307,Masons,Masons,Galle,Kalutara,category-sorted-bijection-v1,provider-map-v1
P010308,P00308,Masons,Masons,Colombo,Colombo,category-sorted-bijection-v1,provider-map-v1
P010309,P00309,Masons,Masons,Colombo,Galle,category-sorted-bijection-v1,provider-map-v1
P010310,P00310,Masons,Masons,Kandy,Galle,category-sorted-bijection-v1,provider-map-v1
P010311,P00311,Masons,Masons,Matara,Matara,category-sorted-bijection-v1,provider-map-v1
P010312,P00312,Masons,Masons,Ratnapura,Galle,category-sorted-bijection-v1,provider-map-v1
P010313,P00313,Masons,Masons,Anuradhapura,Matara,category-sorted-bijection-v1,provider-map-v1
P010314,P00314,Masons,Masons,Batticaloa,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P010315,P00315,Masons,Masons,Kandy,Gampaha,category-sorted-bijection-v1,provider-map-v1
P010316,P00316,Masons,Masons,Ratnapura,Gampaha,category-sorted-bijection-v1,provider-map-v1
P010317,P00317,Masons,Masons,Batticaloa,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P010318,P00318,Masons,Masons,Gampaha,Jaffna,category-sorted-bijection-v1,provider-map-v1
P010319,P00319,Masons,Masons,Colombo,Jaffna,category-sorted-bijection-v1,provider-map-v1
P010320,P00320,Masons,Masons,Nuwara Eliya,Colombo,category-sorted-bijection-v1,provider-map-v1
P010321,P00321,Masons,Masons,Kalutara,Gampaha,category-sorted-bijection-v1,provider-map-v1
P010322,P00322,Masons,Masons,Kurunegala,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P010323,P00323,Masons,Masons,Batticaloa,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P010324,P00324,Masons,Masons,Kalutara,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P010325,P00325,Masons,Masons,Ratnapura,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P010326,P00326,Masons,Masons,Badulla,Kalutara,category-sorted-bijection-v1,provider-map-v1
P010327,P00327,Masons,Masons,Nuwara Eliya,Colombo,category-sorted-bijection-v1,provider-map-v1
P010328,P00328,Masons,Masons,Jaffna,Colombo,category-sorted-bijection-v1,provider-map-v1
P010329,P00329,Masons,Masons,Kurunegala,Galle,category-sorted-bijection-v1,provider-map-v1
P010330,P00330,Masons,Masons,Kandy,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P010331,P00331,Masons,Masons,Kalutara,Kalutara,category-sorted-bijection-v1,provider-map-v1
P010332,P00332,Masons,Masons,Kurunegala,Kalutara,category-sorted-bijection-v1,provider-map-v1
P010333,P00333,Masons,Masons,Matale,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P010334,P00334,Masons,Masons,Badulla,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P010335,P00335,Masons,Masons,Jaffna,Kalutara,category-sorted-bijection-v1,provider-map-v1
P010336,P00336,Masons,Masons,Ratnapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P010337,P00337,Masons,Masons,Gampaha,Matara,category-sorted-bijection-v1,provider-map-v1
P010338,P00338,Masons,Masons,Matale,Matara,category-sorted-bijection-v1,provider-map-v1
P010339,P00339,Masons,Masons,Kalutara,Gampaha,category-sorted-bijection-v1,provider-map-v1
P010340,P00340,Masons,Masons,Gampaha,Galle,category-sorted-bijection-v1,provider-map-v1
P010341,P00341,Masons,Masons,Jaffna,Colombo,category-sorted-bijection-v1,provider-map-v1
P010342,P00342,Masons,Masons,Badulla,Colombo,category-sorted-bijection-v1,provider-map-v1
P010343,P00343,Masons,Masons,Nuwara Eliya,Colombo,category-sorted-bijection-v1,provider-map-v1
P010344,P00344,Masons,Masons,Kalutara,Kandy,category-sorted-bijection-v1,provider-map-v1
P010345,P00345,Masons,Masons,Ratnapura,Matara,category-sorted-bijection-v1,provider-map-v1
P010346,P00346,Masons,Masons,Badulla,Galle,category-sorted-bijection-v1,provider-map-v1
P010347,P00347,Masons,Masons,Ratnapura,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P010348,P00348,Masons,Masons,Matale,Kalutara,category-sorted-bijection-v1,provider-map-v1
P010349,P00349,Masons,Masons,Kandy,Gampaha,category-sorted-bijection-v1,provider-map-v1
P010350,P00350,Masons,Masons,Anuradhapura,Jaffna,category-sorted-bijection-v1,provider-map-v1
P010351,P00351,Masons,Masons,Galle,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P010352,P00352,Masons,Masons,Kandy,Kandy,category-sorted-bijection-v1,provider-map-v1
P010353,P00353,Masons,Masons,Kurunegala,Kalutara,category-sorted-bijection-v1,provider-map-v1
P010354,P00354,Masons,Masons,Batticaloa,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P010355,P00355,Masons,Masons,Jaffna,Kalutara,category-sorted-bijection-v1,provider-map-v1
P010356,P00356,Masons,Masons,Kurunegala,Colombo,category-sorted-bijection-v1,provider-map-v1
P010357,P00357,Masons,Masons,Kalutara,Colombo,category-sorted-bijection-v1,provider-map-v1
P020001,P00715,Carpenters,Carpenters,Batticaloa,Matara,category-sorted-bijection-v1,provider-map-v1
P020002,P00716,Carpenters,Carpenters,Nuwara Eliya,Kandy,category-sorted-bijection-v1,provider-map-v1
P020003,P00717,Carpenters,Carpenters,Nuwara Eliya,Galle,category-sorted-bijection-v1,provider-map-v1
P020004,P00718,Carpenters,Carpenters,Ratnapura,Colombo,category-sorted-bijection-v1,provider-map-v1
P020005,P00719,Carpenters,Carpenters,Nuwara Eliya,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P020006,P00720,Carpenters,Carpenters,Kalutara,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P020007,P00721,Carpenters,Carpenters,Matale,Gampaha,category-sorted-bijection-v1,provider-map-v1
P020008,P00722,Carpenters,Carpenters,Galle,Matara,category-sorted-bijection-v1,provider-map-v1
P020009,P00723,Carpenters,Carpenters,Kalutara,Matara,category-sorted-bijection-v1,provider-map-v1
P020010,P00724,Carpenters,Carpenters,Kandy,Kalutara,category-sorted-bijection-v1,provider-map-v1
P020011,P00725,Carpenters,Carpenters,Anuradhapura,Colombo,category-sorted-bijection-v1,provider-map-v1
P020012,P00726,Carpenters,Carpenters,Kalutara,Colombo,category-sorted-bijection-v1,provider-map-v1
P020013,P00727,Carpenters,Carpenters,Kandy,Kandy,category-sorted-bijection-v1,provider-map-v1
P020014,P00728,Carpenters,Carpenters,Ratnapura,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P020015,P00729,Carpenters,Carpenters,Kurunegala,Kalutara,category-sorted-bijection-v1,provider-map-v1
P020016,P00730,Carpenters,Carpenters,Matara,Gampaha,category-sorted-bijection-v1,provider-map-v1
P020017,P00731,Carpenters,Carpenters,Matara,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P020018,P00732,Carpenters,Carpenters,Batticaloa,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P020019,P00733,Carpenters,Carpenters,Anuradhapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P020020,P00734,Carpenters,Carpenters,Kandy,Jaffna,category-sorted-bijection-v1,provider-map-v1
P020021,P00735,Carpenters,Carpenters,Ratnapura,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P020022,P00736,Carpenters,Carpenters,Badulla,Matara,category-sorted-bijection-v1,provider-map-v1
P020023,P00737,Carpenters,Carpenters,Galle,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P020024,P00738,Carpenters,Carpenters,Colombo,Jaffna,category-sorted-bijection-v1,provider-map-v1
P020025,P00739,Carpenters,Carpenters,Colombo,Gampaha,category-sorted-bijection-v1,provider-map-v1
P020026,P00740,Carpenters,Carpenters,Anuradhapura,Colombo,category-sorted-bijection-v1,provider-map-v1
P020027,P00741,Carpenters,Carpenters,Matale,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P020028,P00742,Carpenters,Carpenters,Ratnapura,Matara,category-sorted-bijection-v1,provider-map-v1
P020029,P00743,Carpenters,Carpenters,Gampaha,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P020030,P00744,Carpenters,Carpenters,Batticaloa,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P020031,P00745,Carpenters,Carpenters,Kalutara,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P020032,P00746,Carpenters,Carpenters,Galle,Matara,category-sorted-bijection-v1,provider-map-v1
P020033,P00747,Carpenters,Carpenters,Nuwara Eliya,Colombo,category-sorted-bijection-v1,provider-map-v1
P020034,P00748,Carpenters,Carpenters,Jaffna,Matara,category-sorted-bijection-v1,provider-map-v1
P020035,P00749,Carpenters,Carpenters,Badulla,Kandy,category-sorted-bijection-v1,provider-map-v1
P020036,P00750,Carpenters,Carpenters,Batticaloa,Kandy,category-sorted-bijection-v1,provider-map-v1
P020037,P00751,Carpenters,Carpenters,Kurunegala,Matara,category-sorted-bijection-v1,provider-map-v1
P020038,P00752,Carpenters,Carpenters,Jaffna,Galle,category-sorted-bijection-v1,provider-map-v1
P020039,P00753,Carpenters,Carpenters,Anuradhapura,Kandy,category-sorted-bijection-v1,provider-map-v1
P020040,P00754,Carpenters,Carpenters,Gampaha,Kalutara,category-sorted-bijection-v1,provider-map-v1
P020041,P00755,Carpenters,Carpenters,Ratnapura,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P020042,P00756,Carpenters,Carpenters,Nuwara Eliya,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P020043,P00757,Carpenters,Carpenters,Badulla,Kalutara,category-sorted-bijection-v1,provider-map-v1
P020044,P00758,Carpenters,Carpenters,Nuwara Eliya,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P020045,P00759,Carpenters,Carpenters,Kandy,Matara,category-sorted-bijection-v1,provider-map-v1
P020046,P00760,Carpenters,Carpenters,Kurunegala,Matara,category-sorted-bijection-v1,provider-map-v1
P020047,P00761,Carpenters,Carpenters,Gampaha,Matara,category-sorted-bijection-v1,provider-map-v1
P020048,P00762,Carpenters,Carpenters,Jaffna,Kalutara,category-sorted-bijection-v1,provider-map-v1
P020049,P00763,Carpenters,Carpenters,Nuwara Eliya,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P020050,P00764,Carpenters,Carpenters,Anuradhapura,Gampaha,category-sorted-bijection-v1,provider-map-v1
P020051,P00765,Carpenters,Carpenters,Badulla,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P020052,P00766,Carpenters,Carpenters,Badulla,Gampaha,category-sorted-bijection-v1,provider-map-v1
P020053,P00767,Carpenters,Carpenters,Anuradhapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P020054,P00768,Carpenters,Carpenters,Gampaha,Kandy,category-sorted-bijection-v1,provider-map-v1
P020055,P00769,Carpenters,Carpenters,Kalutara,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P020056,P00770,Carpenters,Carpenters,Kandy,Matara,category-sorted-bijection-v1,provider-map-v1
P020057,P00771,Carpenters,Carpenters,Kandy,Kandy,category-sorted-bijection-v1,provider-map-v1
P020058,P00772,Carpenters,Carpenters,Matale,Kalutara,category-sorted-bijection-v1,provider-map-v1
P020059,P00773,Carpenters,Carpenters,Kurunegala,Matara,category-sorted-bijection-v1,provider-map-v1
P020060,P00774,Carpenters,Carpenters,Nuwara Eliya,Kalutara,category-sorted-bijection-v1,provider-map-v1
P020061,P00775,Carpenters,Carpenters,Jaffna,Matara,category-sorted-bijection-v1,provider-map-v1
P020062,P00776,Carpenters,Carpenters,Batticaloa,Jaffna,category-sorted-bijection-v1,provider-map-v1
P020063,P00777,Carpenters,Carpenters,Matara,Gampaha,category-sorted-bijection-v1,provider-map-v1
P020064,P00778,Carpenters,Carpenters,Badulla,Kandy,category-sorted-bijection-v1,provider-map-v1
P020065,P00779,Carpenters,Carpenters,Anuradhapura,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P020066,P00780,Carpenters,Carpenters,Kalutara,Galle,category-sorted-bijection-v1,provider-map-v1
P020067,P00781,Carpenters,Carpenters,Matara,Galle,category-sorted-bijection-v1,provider-map-v1
P020068,P00782,Carpenters,Carpenters,Matale,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P020069,P00783,Carpenters,Carpenters,Anuradhapura,Jaffna,category-sorted-bijection-v1,provider-map-v1
P020070,P00784,Carpenters,Carpenters,Kurunegala,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P020071,P00785,Carpenters,Carpenters,Kandy,Kalutara,category-sorted-bijection-v1,provider-map-v1
P020072,P00786,Carpenters,Carpenters,Matara,Kandy,category-sorted-bijection-v1,provider-map-v1
P020073,P00787,Carpenters,Carpenters,Colombo,Galle,category-sorted-bijection-v1,provider-map-v1
P020074,P00788,Carpenters,Carpenters,Jaffna,Colombo,category-sorted-bijection-v1,provider-map-v1
P020075,P00789,Carpenters,Carpenters,Matara,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P020076,P00790,Carpenters,Carpenters,Colombo,Kandy,category-sorted-bijection-v1,provider-map-v1
P020077,P00791,Carpenters,Carpenters,Gampaha,Kalutara,category-sorted-bijection-v1,provider-map-v1
P020078,P00792,Carpenters,Carpenters,Kalutara,Gampaha,category-sorted-bijection-v1,provider-map-v1
P020079,P00793,Carpenters,Carpenters,Anuradhapura,Colombo,category-sorted-bijection-v1,provider-map-v1
P020080,P00794,Carpenters,Carpenters,Nuwara Eliya,Kandy,category-sorted-bijection-v1,provider-map-v1
P020081,P00795,Carpenters,Carpenters,Kurunegala,Gampaha,category-sorted-bijection-v1,provider-map-v1
P020082,P00796,Carpenters,Carpenters,Kandy,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P020083,P00797,Carpenters,Carpenters,Anuradhapura,Batticaloa,category-sorted-bijection-v1,provider-map-v1
P020084,P00798,Carpenters,Carpenters,Badulla,Kandy,category-sorted-bijection-v1,provider-map-v1
P020085,P00799,Carpenters,Carpenters,Galle,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P020086,P00800,Carpenters,Carpenters,Kurunegala,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P020087,P00801,Carpenters,Carpenters,Jaffna,Matara,category-sorted-bijection-v1,provider-map-v1
P020088,P00802,Carpenters,Carpenters,Anuradhapura,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P020089,P00803,Carpenters,Carpenters,Kalutara,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P020090,P00804,Carpenters,Carpenters,Kandy,Colombo,category-sorted-bijection-v1,provider-map-v1
P020091,P00805,Carpenters,Carpenters,Jaffna,Gampaha,category-sorted-bijection-v1,provider-map-v1
P020092,P00806,Carpenters,Carpenters,Batticaloa,Kandy,category-sorted-bijection-v1,provider-map-v1
P020093,P00807,Carpenters,Carpenters,Matale,Matara,category-sorted-bijection-v1,provider-map-v1
P020094,P00808,Carpenters,Carpenters,Gampaha,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P020095,P00809,Carpenters,Carpenters,Matara,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P020096,P00810,Carpenters,Carpenters,Galle,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P020097,P00811,Carpenters,Carpenters,Matale,Gampaha,category-sorted-bijection-v1,provider-map-v1
P020098,P00812,Carpenters,Carpenters,Badulla,Kandy,category-sorted-bijection-v1,provider-map-v1
P020099,P00813,Carpenters,Carpenters,Galle,Gampaha,category-sorted-bijection-v1,provider-map-v1
P020100,P00814,Carpenters,Carpenters,Matara,Kalutara,category-sorted-bijection-v1,provider-map-v1
P020101,P00815,Carpenters,Carpenters,Anuradhapura,Kalutara,category-sorted-bijection-v1,provider-map-v1
P020102,P00816,Carpenters,Carpenters,Kalutara,Jaffna,category-sorted-bijection-v1,provider-map-v1
P020103,P00817,Carpenters,Carpenters,Ratnapura,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P020104,P00818,Carpenters,Carpenters,Badulla,Kalutara,category-sorted-bijection-v1,provider-map-v1
P020105,P00819,Carpenters,Carpenters,Anuradhapura,Gampaha,category-sorted-bijection-v1,provider-map-v1
P020106,P00820,Carpenters,Carpenters,Galle,Gampaha,category-sorted-bijection-v1,provider-map-v1
P020107,P00821,Carpenters,Carpenters,Batticaloa,Jaffna,category-sorted-bijection-v1,provider-map-v1
P020108,P00822,Carpenters,Carpenters,Anuradhapura,Colombo,category-sorted-bijection-v1,provider-map-v1
P020109,P00823,Carpenters,Carpenters,Badulla,Kandy,category-sorted-bijection-v1,provider-map-v1
P020110,P00824,Carpenters,Carpenters,Colombo,Colombo,category-sorted-bijection-v1,provider-map-v1
P020111,P00825,Carpenters,Carpenters,Matara,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P020112,P00826,Carpenters,Carpenters,Kandy,Jaffna,category-sorted-bijection-v1,provider-map-v1
P020113,P00827,Carpenters,Carpenters,Jaffna,Galle,category-sorted-bijection-v1,provider-map-v1
P020114,P00828,Carpenters,Carpenters,Kalutara,Matara,category-sorted-bijection-v1,provider-map-v1
P020115,P00829,Carpenters,Carpenters,Kandy,Kalutara,category-sorted-bijection-v1,provider-map-v1
P020116,P00830,Carpenters,Carpenters,Jaffna,Colombo,category-sorted-bijection-v1,provider-map-v1
P020117,P00831,Carpenters,Carpenters,Nuwara Eliya,Gampaha,category-sorted-bijection-v1,provider-map-v1
P020118,P00832,Carpenters,Carpenters,Matale,Galle,category-sorted-bijection-v1,provider-map-v1
P020119,P00833,Carpenters,Carpenters,Colombo,Anuradhapura,category-sorted-bijection-v1,provider-map-v1
P020120,P00834,Carpenters,Carpenters,Ratnapura,Matara,category-sorted-bijection-v1,provider-map-v1
P020121,P00835,Carpenters,Carpenters,Nuwara Eliya,Jaffna,category-sorted-bijection-v1,provider-map-v1
P020122,P00836,Carpenters,Carpenters,Anuradhapura,Galle,category-sorted-bijection-v1,provider-map-v1
P020123,P00837,Carpenters,Carpenters,Galle,Kurunegala,category-sorted-bijection-v1,provider-map-v1
P020124,P00838,Carpenters,Carpenters,Colombo,Matara,category-sorted-bijection-v1,provider-map-v1
